cve_id,executive_summary,exploitation_consequence,observed_in_the_wild
CVE-2023-23402,"An unspecified vulnerability exists within the Media component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23403,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23404,"An unspecified vulnerability exists within the Point-to-Point Tunneling Protocol component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23405,"An unspecified vulnerability exists within the Remote Procedure Call Runtime component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23406,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23407,"A race condition vulnerability exists within the Point-to-Point Protocol over Ethernet (PPPoE) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23409,"An unspecified vulnerability exists within the Client Server Run-Time Subsystem (CSRSS) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to disclose potentially sensitive information. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-23410,"An integer overflow vulnerability exists within the HTTP.sys component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-23411,"An unspecified vulnerability exists within the Hyper-V component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to cause a denial-of-service (DoS) condition. Exploit code is not publicly available. Mitigation options include a vendor fix.",Denial-of-Service (DoS),false
CVE-2023-23412,"An unspecified vulnerability exists within the Accounts Picture component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to delete arbitrary files. Exploit code is not publicly available. Mitigation options include a vendor fix.",Denial-of-Service (DoS),false
CVE-2023-23413,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23414,"A race condition vulnerability exists within the Point-to-Point Protocol over Ethernet (PPPoE) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23415,"An unspecified vulnerability exists within the Internet Control Message Protocol (ICMP) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23416,"An unspecified vulnerability exists within the Cryptographic Services component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23417,"An unspecified vulnerability exists within the Partition Management Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-23420,"An unspecified vulnerability exists within the Kernel component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-23421,"An unspecified vulnerability exists within the Kernel component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-23422,"An unspecified vulnerability exists within the Kernel component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-23423,"An unspecified vulnerability exists within the Kernel component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Proof-of-Concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-24856,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to disclose potentially sensitive information. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-24857,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to disclose potentially sensitive information. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-24858,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to disclose potentially sensitive information. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-24859,"An unspecified vulnerability exists within the Internet Key Exchange (IKE) Extension component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to cause a denial-of-service (DoS) condition. Exploit code is not publicly available. Mitigation options include a vendor fix.",Denial-of-Service (DoS),false
CVE-2023-24861,"A use after free vulnerability exists within the Graphics Component component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-24862,"An unspecified vulnerability exists within the Secure Channel component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to cause a denial-of-service (DoS) condition. Exploit code is not publicly available. Mitigation options include a vendor fix.",Denial-of-Service (DoS),false
CVE-2023-24863,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to disclose potentially sensitive information. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-24864,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-24865,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to disclose small portions of heap memory. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-24866,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to disclose small portions of heap memory. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-24867,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-24868,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-24869,"An unspecified vulnerability exists within the Remote Procedure Call Runtime component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-24870,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to disclose small portions of heap memory. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-24872,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-24876,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-24880,"An unspecified vulnerability exists within the SmartScreen component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to bypass Mark of the Web (MOTW) defenses. Exploit code is not publicly available, but this vulnerability has been reported exploited in the wild. Mitigation options include a vendor fix.",Security Bypass,true
CVE-2023-24906,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to disclose potentially sensitive information. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-24907,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote privileged attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-24908,"An unspecified vulnerability exists within the Remote Procedure Call Runtime component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-24909,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-24910,"An unspecified vulnerability exists within the Graphics Component component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-24911,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to disclose potentially sensitive information. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-24913,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1017,"An out-of-bounds write vulnerability exists within TPM2.0 Module Library that, when exploited, allows an authenticated local attacker to modify sensitive information or execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1018,"An out-of-bounds read vulnerability exists within TPM2.0 Module Library that, when exploited, allows an authenticated local attacker to disclose sensitive information. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-21708,"An unspecified vulnerability exists within the Remote Procedure Call Runtime component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23385,"An unspecified vulnerability exists within the Point-to-Point Protocol over Ethernet (PPPoE) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-23388,"An unspecified vulnerability exists within the Bluetooth Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-23394,"An unspecified vulnerability exists within the Client Server Run-Time Subsystem (CSRSS) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to disclose heap memory. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-23400,"An unspecified vulnerability exists within the DNS Server component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote privileged attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23401,"An unspecified vulnerability exists within the Media component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23402,"An unspecified vulnerability exists within the Media component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23403,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23404,"An unspecified vulnerability exists within the Point-to-Point Tunneling Protocol component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23405,"An unspecified vulnerability exists within the Remote Procedure Call Runtime component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23406,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23407,"A race condition vulnerability exists within the Point-to-Point Protocol over Ethernet (PPPoE) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23409,"An unspecified vulnerability exists within the Client Server Run-Time Subsystem (CSRSS) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to disclose potentially sensitive information. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-23410,"An integer overflow vulnerability exists within the HTTP.sys component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-23411,"An unspecified vulnerability exists within the Hyper-V component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to cause a denial-of-service (DoS) condition. Exploit code is not publicly available. Mitigation options include a vendor fix.",Denial-of-Service (DoS),false
CVE-2023-23412,"An unspecified vulnerability exists within the Accounts Picture component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to delete arbitrary files. Exploit code is not publicly available. Mitigation options include a vendor fix.",Denial-of-Service (DoS),false
CVE-2023-23413,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23414,"A race condition vulnerability exists within the Point-to-Point Protocol over Ethernet (PPPoE) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23415,"An unspecified vulnerability exists within the Internet Control Message Protocol (ICMP) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23416,"An unspecified vulnerability exists within the Cryptographic Services component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-23417,"An unspecified vulnerability exists within the Partition Management Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-23420,"An unspecified vulnerability exists within the Kernel component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-23421,"An unspecified vulnerability exists within the Kernel component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-23422,"An unspecified vulnerability exists within the Kernel component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-23423,"An unspecified vulnerability exists within the Kernel component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Proof-of-Concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-24856,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to disclose potentially sensitive information. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-24857,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to disclose potentially sensitive information. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-24858,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to disclose potentially sensitive information. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-24859,"An unspecified vulnerability exists within the Internet Key Exchange (IKE) Extension component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to cause a denial-of-service (DoS) condition. Exploit code is not publicly available. Mitigation options include a vendor fix.",Denial-of-Service (DoS),false
CVE-2023-24861,"A use after free vulnerability exists within the Graphics Component component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-24862,"An unspecified vulnerability exists within the Secure Channel component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to cause a denial-of-service (DoS) condition. Exploit code is not publicly available. Mitigation options include a vendor fix.",Denial-of-Service (DoS),false
CVE-2023-24863,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to disclose potentially sensitive information. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-24864,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-24865,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to disclose small portions of heap memory. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-24866,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to disclose small portions of heap memory. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-24867,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-24868,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-24869,"An unspecified vulnerability exists within the Remote Procedure Call Runtime component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-24870,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to disclose small portions of heap memory. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-24872,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-24876,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-24880,"An unspecified vulnerability exists within the SmartScreen component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to bypass Mark of the Web (MOTW) defenses. Exploit code is not publicly available, but this vulnerability has been reported exploited in the wild. Mitigation options include a vendor fix.",Security Bypass,true
CVE-2023-24906,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to disclose potentially sensitive information. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-24907,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote privileged attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-24908,"An unspecified vulnerability exists within the Remote Procedure Call Runtime component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-24909,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-24910,"An unspecified vulnerability exists within the Graphics Component component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-24911,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to disclose potentially sensitive information. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-24913,"An unspecified vulnerability exists within the PostScript and PCL6 Class Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1213,"A use after free vulnerability exists within Swiftshader in Google Chrome versions 111.0.5563.50 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1214,"A type confusion vulnerability exists within the V8 value serializer in Google Chrome versions 111.0.5563.50 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1215,"A type confusion vulnerability exists within CSS in Google Chrome versions 111.0.5563.50 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1216,"A use after free vulnerability exists within DevTools in Google Chrome versions 111.0.5563.50 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1217,"A stack-based buffer overflow vulnerability exists within crash reporting in Google Chrome versions 111.0.5563.50 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1218,"A use after free vulnerability exists within WebRTC in Google Chrome versions 111.0.5563.50 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1219,"A heap-based buffer overflow vulnerability exists within the Metrics component in Google Chrome versions 111.0.5563.50 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1220,"A heap-based buffer overflow vulnerability exists within the UMA component in Google Chrome versions 111.0.5563.50 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1221,"An unspecified vulnerability exists within the Extensions API in Google Chrome versions 111.0.5563.50 and earlier that, when exploited, allows a remote attacker to perform unspecified actions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-1222,"A heap-based buffer overflow vulnerability exists within the Web Audio API in Google Chrome versions 111.0.5563.50 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-1223,"An unspecified vulnerability exists within Autofill in Google Chrome versions 111.0.5563.50 and earlier that, when exploited, allows a remote attacker to perform unspecified actions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-1224,"An unspecified vulnerability exists within the Web Payments API in Google Chrome versions 111.0.5563.50 and earlier that, when exploited, allows a remote attacker to perform unspecified actions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-1228,"An unspecified vulnerability exists within the Intents component in Google Chrome versions 111.0.5563.50 and earlier that, when exploited, allows a remote attacker to perform unspecified actions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-1229,"An unspecified vulnerability exists within Permission prompts in Google Chrome versions 111.0.5563.50 and earlier that, when exploited, allows a remote attacker to perform unspecified actions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-1230,"An unspecified vulnerability exists within WebApp Installs in Google Chrome versions 111.0.5563.50 and earlier that, when exploited, allows a remote attacker to perform unspecified actions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-1231,"An unspecified vulnerability exists within Autofill in Google Chrome versions 111.0.5563.50 and earlier that, when exploited, allows a remote attacker to perform unspecified actions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-1232,"An unspecified vulnerability exists within resource timing in Google Chrome versions 111.0.5563.50 and earlier that, when exploited, allows a remote attacker to perform unspecified actions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-1233,"An unspecified vulnerability exists within resource timing in Google Chrome versions 111.0.5563.50 and earlier that, when exploited, allows a remote attacker to perform unspecified actions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-1234,"An unspecified vulnerability exists within the Intents component in Google Chrome versions 111.0.5563.50 and earlier that, when exploited, allows a remote attacker to perform unspecified actions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
